"","hmm","V2","V3"
"3%25","-77","TL2","CONSERVATION AREA 3B"
"10%25","-56","TL2","CONSERVATION AREA 3B"
"20%25","-40","TL2","CONSERVATION AREA 3B"
"30%25","-30","TL2","CONSERVATION AREA 3B"
"3%26","-62","NB9","CONSERVATION AREA 3B"
"10%26","-52","NB9","CONSERVATION AREA 3B"
"20%26","-45","NB9","CONSERVATION AREA 3B"
"30%26","-40","NB9","CONSERVATION AREA 3B"
"3%27","-83","NB8","CONSERVATION AREA 3B"
"10%27","-64","NB8","CONSERVATION AREA 3B"
"20%27","-49.4","NB8","CONSERVATION AREA 3B"
"30%27","-37","NB8","CONSERVATION AREA 3B"
"3%28","-62","NB1","CONSERVATION AREA 3B"
"10%28","-44","NB1","CONSERVATION AREA 3B"
"20%28","-32","NB1","CONSERVATION AREA 3B"
"30%28","-23","NB1","CONSERVATION AREA 3B"
"3%29","-62","GR8","CONSERVATION AREA 3B"
"10%29","-41","GR8","CONSERVATION AREA 3B"
"20%29","-29","GR8","CONSERVATION AREA 3B"
"30%29","-20","GR8","CONSERVATION AREA 3B"
"3%30","-44","TL2","Coastal Prairie"
"10%30","-31","TL2","Coastal Prairie"
"20%30","-20","TL2","Coastal Prairie"
"30%30","-13","TL2","Coastal Prairie"
"3%31","-59","SH6","Coastal Prairie"
"10%31","-27","SH6","Coastal Prairie"
"20%31","-3","SH6","Coastal Prairie"
"30%31","9","SH6","Coastal Prairie"
"3%32","999","NB9","Coastal Prairie"
"10%32","999","NB9","Coastal Prairie"
"20%32","999","NB9","Coastal Prairie"
"30%32","999","NB9","Coastal Prairie"
"3%33","-45","NB8","Coastal Prairie"
"10%33","-29","NB8","Coastal Prairie"
"20%33","-18","NB8","Coastal Prairie"
"30%33","-10","NB8","Coastal Prairie"
"3%34","999","NB3","Coastal Prairie"
"10%34","999","NB3","Coastal Prairie"
"20%34","999","NB3","Coastal Prairie"
"30%34","999","NB3","Coastal Prairie"
"3%35","999","NB1","Coastal Prairie"
"10%35","999","NB1","Coastal Prairie"
"20%35","999","NB1","Coastal Prairie"
"30%35","999","NB1","Coastal Prairie"
"3%36","-39","GS3","Coastal Prairie"
"10%36","-25","GS3","Coastal Prairie"
"20%36","-15","GS3","Coastal Prairie"
"30%36","-6","GS3","Coastal Prairie"
"3%37","-49","GR8","Coastal Prairie"
"10%37","-37","GR8","Coastal Prairie"
"20%37","-28","GR8","Coastal Prairie"
"30%37","-20","GR8","Coastal Prairie"
"3%38","-17.96","GR3","Coastal Prairie"
"10%38","-7","GR3","Coastal Prairie"
"20%38","2","GR3","Coastal Prairie"
"30%38","10","GR3","Coastal Prairie"
"3%39","-130","TL4","Deep Lake"
"10%39","-89","TL4","Deep Lake"
"20%39","-50","TL4","Deep Lake"
"30%39","-31","TL4","Deep Lake"
"3%40","-118","TL2","Deep Lake"
"10%40","-71","TL2","Deep Lake"
"20%40","-40","TL2","Deep Lake"
"30%40","-23","TL2","Deep Lake"
"3%41","-137","SH6","Deep Lake"
"10%41","-94","SH6","Deep Lake"
"20%41","-58","SH6","Deep Lake"
"30%41","-41","SH6","Deep Lake"
"3%42","-141","NB9","Deep Lake"
"10%42","-93.1","NB9","Deep Lake"
"20%42","-58","NB9","Deep Lake"
"30%42","-43","NB9","Deep Lake"
"3%43","-146.15","NB8","Deep Lake"
"10%43","-93.3","NB8","Deep Lake"
"20%43","-58.4","NB8","Deep Lake"
"30%43","-38","NB8","Deep Lake"
"3%44","-143","NB3","Deep Lake"
"10%44","-100","NB3","Deep Lake"
"20%44","-77","NB3","Deep Lake"
"30%44","-58","NB3","Deep Lake"
"3%45","-143","NB1","Deep Lake"
"10%45","-111","NB1","Deep Lake"
"20%45","-69.2","NB1","Deep Lake"
"30%45","-44.3","NB1","Deep Lake"
"3%46","-129","GR8","Deep Lake"
"10%46","-83","GR8","Deep Lake"
"20%46","-49","GR8","Deep Lake"
"30%46","-33","GR8","Deep Lake"
"3%47","-130","GR3","Deep Lake"
"10%47","-86","GR3","Deep Lake"
"20%47","-49","GR3","Deep Lake"
"30%47","-31","GR3","Deep Lake"
"3%48","-122","GR1","Deep Lake"
"10%48","-81","GR1","Deep Lake"
"20%48","-43","GR1","Deep Lake"
"30%48","-23","GR1","Deep Lake"
"3%49","-105.23","TL4","East"
"10%49","-71","TL4","East"
"20%49","-57","TL4","East"
"30%49","-47","TL4","East"
"3%50","-60","TL2","East"
"10%50","-23","TL2","East"
"20%50","-7","TL2","East"
"30%50","3","TL2","East"
"3%51","-68.83","SH6","East"
"10%51","-29.1","SH6","East"
"20%51","-7","SH6","East"
"30%51","8","SH6","East"
"3%52","-65.23","NB9","East"
"10%52","-35.1","NB9","East"
"20%52","-21","NB9","East"
"30%52","-12","NB9","East"
"3%53","-100.61","NB8","East"
"10%53","-68.2","NB8","East"
"20%53","-43.2","NB8","East"
"30%53","-27","NB8","East"
"3%54","-103.46","NB3","East"
"10%54","-73","NB3","East"
"20%54","-56","NB3","East"
"30%54","-42","NB3","East"
"3%55","-73.86","NB1","East"
"10%55","-39","NB1","East"
"20%55","-17","NB1","East"
"30%55","-1","NB1","East"
"3%56","-51","GR8","East"
"10%56","-17","GR8","East"
"20%56","0","GR8","East"
"30%56","10","GR8","East"
"3%57","-96","GR3","East"
"10%57","-57","GR3","East"
"20%57","-30","GR3","East"
"30%57","-14","GR3","East"
"3%58","-33","TL4","Glades"
"10%58","-18","TL4","Glades"
"20%58","-7","TL4","Glades"
"30%58","2","TL4","Glades"
"3%59","-49","TL2","Glades"
"10%59","-28","TL2","Glades"
"20%59","-17","TL2","Glades"
"30%59","-10","TL2","Glades"
"3%60","-55","SH6","Glades"
"10%60","-30","SH6","Glades"
"20%60","-20","SH6","Glades"
"30%60","-14","SH6","Glades"
"3%61","-23","NB8","Glades"
"10%61","-9","NB8","Glades"
"20%61","1","NB8","Glades"
"30%61","8","NB8","Glades"
"3%62","-34","NB3","Glades"
"10%62","-18","NB3","Glades"
"20%62","-7","NB3","Glades"
"30%62","2","NB3","Glades"
"3%63","-146.46","NB1","Glades"
"10%63","-127","NB1","Glades"
"20%63","-118","NB1","Glades"
"30%63","-114","NB1","Glades"
"3%64","-27","GS3","Glades"
"10%64","-12","GS3","Glades"
"20%64","-2","GS3","Glades"
"30%64","5","GS3","Glades"
"3%65","-38","GR8","Glades"
"10%65","-18","GR8","Glades"
"20%65","-8","GR8","Glades"
"30%65","-1","GR8","Glades"
"3%66","-62","GR3","Glades"
"10%66","-30","GR3","Glades"
"20%66","-16","GR3","Glades"
"30%66","-8","GR3","Glades"
"3%67","-39","GR1","Glades"
"10%67","-20","GR1","Glades"
"20%67","-10","GR1","Glades"
"30%67","-4","GR1","Glades"
"3%68","-116","TL4","IPP"
"10%68","-71","TL4","IPP"
"20%68","-45","TL4","IPP"
"30%68","-31","TL4","IPP"
"3%69","-125","TL2","IPP"
"10%69","-80","TL2","IPP"
"20%69","-55","TL2","IPP"
"30%69","-41","TL2","IPP"
"3%70","-131","SH6","IPP"
"10%70","-91","SH6","IPP"
"20%70","-65","SH6","IPP"
"30%70","-50","SH6","IPP"
"3%71","-136","NB9","IPP"
"10%71","-85","NB9","IPP"
"20%71","-60","NB9","IPP"
"30%71","-44","NB9","IPP"
"3%72","-122","NB8","IPP"
"10%72","-74","NB8","IPP"
"20%72","-45","NB8","IPP"
"30%72","-30","NB8","IPP"
"3%73","-106","NB3","IPP"
"10%73","-60","NB3","IPP"
"20%73","-36","NB3","IPP"
"30%73","-26","NB3","IPP"
"3%74","-132.23","NB1","IPP"
"10%74","-91","NB1","IPP"
"20%74","-67","NB1","IPP"
"30%74","-50","NB1","IPP"
"3%75","-126","GR8","IPP"
"10%75","-79","GR8","IPP"
"20%75","-53","GR8","IPP"
"30%75","-39","GR8","IPP"
"3%76","-127","GR3","IPP"
"10%76","-85","GR3","IPP"
"20%76","-57","GR3","IPP"
"30%76","-42","GR3","IPP"
"3%77","-108","GR1","IPP"
"10%77","-63","GR1","IPP"
"20%77","-37","GR1","IPP"
"30%77","-22","GR1","IPP"
"3%78","-88","TL4","Jetport"
"10%78","-50","TL4","Jetport"
"20%78","-27","TL4","Jetport"
"30%78","-16","TL4","Jetport"
"3%79","-98","TL2","Jetport"
"10%79","-64","TL2","Jetport"
"20%79","-46","TL2","Jetport"
"30%79","-37","TL2","Jetport"
"3%80","-114.06","SH6","Jetport"
"10%80","-67.1","SH6","Jetport"
"20%80","-45","SH6","Jetport"
"30%80","-33","SH6","Jetport"
"3%81","-81.69","NB9","Jetport"
"10%81","-45.1","NB9","Jetport"
"20%81","-21.4","NB9","Jetport"
"30%81","-12.3","NB9","Jetport"
"3%82","-82.46","NB8","Jetport"
"10%82","-47.1","NB8","Jetport"
"20%82","-23","NB8","Jetport"
"30%82","-13","NB8","Jetport"
"3%83","-158","NB1","Jetport"
"10%83","-120","NB1","Jetport"
"20%83","-100","NB1","Jetport"
"30%83","-92","NB1","Jetport"
"3%84","-87","GR8","Jetport"
"10%84","-51","GR8","Jetport"
"20%84","-27","GR8","Jetport"
"30%84","-16","GR8","Jetport"
"3%85","-98","GR1","Jetport"
"10%85","-60","GR1","Jetport"
"20%85","-45","GR1","Jetport"
"30%85","-35","GR1","Jetport"
"3%86","-142","TL4","North 75"
"10%86","-99","TL4","North 75"
"20%86","-72","TL4","North 75"
"30%86","-55","TL4","North 75"
"3%87","-160","TL2","North 75"
"10%87","-111","TL2","North 75"
"20%87","-81","TL2","North 75"
"30%87","-62","TL2","North 75"
"3%88","-156","SH6","North 75"
"10%88","-109","SH6","North 75"
"20%88","-82","SH6","North 75"
"30%88","-66","SH6","North 75"
"3%89","-171.12","NB9","North 75"
"10%89","-125","NB9","North 75"
"20%89","-105","NB9","North 75"
"30%89","-58","NB9","North 75"
"3%90","-200.23","NB8","North 75"
"10%90","-143","NB8","North 75"
"20%90","-115","NB8","North 75"
"30%90","-102","NB8","North 75"
"3%91","-174.7","NB3","North 75"
"10%91","-136","NB3","North 75"
"20%91","-113","NB3","North 75"
"30%91","-95","NB3","North 75"
"3%92","-440.45","NB1","North 75"
"10%92","-178","NB1","North 75"
"20%92","-121","NB1","North 75"
"30%92","-91","NB1","North 75"
"3%93","-143","GR8","North 75"
"10%93","-94","GR8","North 75"
"20%93","-68","GR8","North 75"
"30%93","-52","GR8","North 75"
"3%94","-139","GR3","North 75"
"10%94","-93","GR3","North 75"
"20%94","-65","GR3","North 75"
"30%94","-48","GR3","North 75"
"3%95","-148","GR1","North 75"
"10%95","-79","GR1","North 75"
"20%95","-50","GR1","North 75"
"30%95","-34","GR1","North 75"
"3%96","-40","TL4","Pinelands"
"10%96","-19","TL4","Pinelands"
"20%96","-7","TL4","Pinelands"
"30%96","0","TL4","Pinelands"
"3%97","-110","TL2","Pinelands"
"10%97","-69","TL2","Pinelands"
"20%97","-45","TL2","Pinelands"
"30%97","-31","TL2","Pinelands"
"3%98","-120","SH6","Pinelands"
"10%98","-87","SH6","Pinelands"
"20%98","-64","SH6","Pinelands"
"30%98","-50","SH6","Pinelands"
"3%99","-59.43","NB8","Pinelands"
"10%99","-24.1","NB8","Pinelands"
"20%99","-4","NB8","Pinelands"
"30%99","5","NB8","Pinelands"
"3%100","-104","NB3","Pinelands"
"10%100","-73","NB3","Pinelands"
"20%100","-51","NB3","Pinelands"
"30%100","-39","NB3","Pinelands"
"3%101","-90","NB1","Pinelands"
"10%101","-66","NB1","Pinelands"
"20%101","-47","NB1","Pinelands"
"30%101","-37","NB1","Pinelands"
"3%102","-46","GR8","Pinelands"
"10%102","-24","GR8","Pinelands"
"20%102","-9","GR8","Pinelands"
"30%102","-1","GR8","Pinelands"
"3%103","-69","GR3","Pinelands"
"10%103","-42","GR3","Pinelands"
"20%103","-25","GR3","Pinelands"
"30%103","-15","GR3","Pinelands"
"3%104","-45","GR1","Pinelands"
"10%104","-26","GR1","Pinelands"
"20%104","-9","GR1","Pinelands"
"30%104","-2","GR1","Pinelands"
"3%105","-93.4300000000001","TL4","Raccoon Point"
"10%105","-58","TL4","Raccoon Point"
"20%105","-33","TL4","Raccoon Point"
"30%105","-20","TL4","Raccoon Point"
"3%106","-107.03","TL2","Raccoon Point"
"10%106","-73","TL2","Raccoon Point"
"20%106","-48","TL2","Raccoon Point"
"30%106","-35","TL2","Raccoon Point"
"3%107","-105","SH6","Raccoon Point"
"10%107","-68","SH6","Raccoon Point"
"20%107","-40","SH6","Raccoon Point"
"30%107","-26","SH6","Raccoon Point"
"3%108","-98.03","NB1","Raccoon Point"
"10%108","-63","NB1","Raccoon Point"
"20%108","-36","NB1","Raccoon Point"
"30%108","-23","NB1","Raccoon Point"
"3%109","-103.83","GR8","Raccoon Point"
"10%109","-67","GR8","Raccoon Point"
"20%109","-40","GR8","Raccoon Point"
"30%109","-25","GR8","Raccoon Point"
"3%110","-87","GR3","Raccoon Point"
"10%110","-54.3","GR3","Raccoon Point"
"20%110","-30.4","GR3","Raccoon Point"
"30%110","-19","GR3","Raccoon Point"
"3%111","-96","GR1","Raccoon Point"
"10%111","-60","GR1","Raccoon Point"
"20%111","-32","GR1","Raccoon Point"
"30%111","-17","GR1","Raccoon Point"
"3%112","-97","TL4","South 41"
"10%112","-49","TL4","South 41"
"20%112","-27","TL4","South 41"
"30%112","-16","TL4","South 41"
"3%113","-92","TL2","South 41"
"10%113","-52","TL2","South 41"
"20%113","-33","TL2","South 41"
"30%113","-21","TL2","South 41"
"3%114","-95","SH6","South 41"
"10%114","-57","SH6","South 41"
"20%114","-36","SH6","South 41"
"30%114","-25","SH6","South 41"
"3%115","-50","NB8","South 41"
"10%115","-16","NB8","South 41"
"20%115","9","NB8","South 41"
"30%115","21","NB8","South 41"
"3%116","-5.43","NB3","South 41"
"10%116","3","NB3","South 41"
"20%116","9","NB3","South 41"
"30%116","14","NB3","South 41"
"3%117","-86","NB1","South 41"
"10%117","-49","NB1","South 41"
"20%117","-18.2","NB1","South 41"
"30%117","-5","NB1","South 41"
"3%118","-47","GS3","South 41"
"10%118","-13","GS3","South 41"
"20%118","8","GS3","South 41"
"30%118","21","GS3","South 41"
"3%119","-62","GR8","South 41"
"10%119","-24","GR8","South 41"
"20%119","-9","GR8","South 41"
"30%119","-1","GR8","South 41"
"3%120","-98","GR3","South 41"
"10%120","-53","GR3","South 41"
"20%120","-30","GR3","South 41"
"30%120","-19","GR3","South 41"
"3%121","-94","GR1","South 41"
"10%121","-48","GR1","South 41"
"20%121","-25","GR1","South 41"
"30%121","-15","GR1","South 41"
