"","hmm","V2","V3"
"3%57","-63","GR3","Glades"
"10%57","-31","GR3","Glades"
"20%57","-17","GR3","Glades"
"30%57","-9","GR3","Glades"
"3%58","-41","GR1","Glades"
"10%58","-22","GR1","Glades"
"20%58","-11","GR1","Glades"
"30%58","-5","GR1","Glades"
"3%59","-116","TL4","IPP"
"10%59","-70","TL4","IPP"
"20%59","-45","TL4","IPP"
"30%59","-31","TL4","IPP"
"3%60","-124","TL2","IPP"
"10%60","-80","TL2","IPP"
"20%60","-54","TL2","IPP"
"30%60","-41","TL2","IPP"
"3%61","-130","SH6","IPP"
"10%61","-90","SH6","IPP"
"20%61","-63","SH6","IPP"
"30%61","-49","SH6","IPP"
"3%62","-136","NB9","IPP"
"10%62","-85","NB9","IPP"
"20%62","-60","NB9","IPP"
"30%62","-44","NB9","IPP"
"3%63","-122","NB8","IPP"
"10%63","-74","NB8","IPP"
"20%63","-45","NB8","IPP"
"30%63","-30","NB8","IPP"
"3%64","-106","NB3","IPP"
"10%64","-60","NB3","IPP"
"20%64","-36","NB3","IPP"
"30%64","-26","NB3","IPP"
"3%65","-132.23","NB1","IPP"
"10%65","-91","NB1","IPP"
"20%65","-67","NB1","IPP"
"30%65","-50","NB1","IPP"
"3%66","-129","GR8","IPP"
"10%66","-85","GR8","IPP"
"20%66","-58","GR8","IPP"
"30%66","-44","GR8","IPP"
"3%67","-127","GR3","IPP"
"10%67","-85","GR3","IPP"
"20%67","-57","GR3","IPP"
"30%67","-42","GR3","IPP"
"3%68","-107","GR1","IPP"
"10%68","-63","GR1","IPP"
"20%68","-37","GR1","IPP"
"30%68","-22","GR1","IPP"
"3%69","-88","TL4","Jetport"
"10%69","-50","TL4","Jetport"
"20%69","-27","TL4","Jetport"
"30%69","-16","TL4","Jetport"
"3%70","-98","TL2","Jetport"
"10%70","-64","TL2","Jetport"
"20%70","-46","TL2","Jetport"
"30%70","-37","TL2","Jetport"
"3%71","-114.06","SH6","Jetport"
"10%71","-67.1","SH6","Jetport"
"20%71","-45","SH6","Jetport"
"30%71","-33","SH6","Jetport"
"3%72","-81.69","NB9","Jetport"
"10%72","-45.1","NB9","Jetport"
"20%72","-21.4","NB9","Jetport"
"30%72","-12.3","NB9","Jetport"
"3%73","-82.46","NB8","Jetport"
"10%73","-47.1","NB8","Jetport"
"20%73","-23","NB8","Jetport"
"30%73","-13","NB8","Jetport"
"3%74","-158","NB1","Jetport"
"10%74","-120","NB1","Jetport"
"20%74","-100","NB1","Jetport"
"30%74","-92","NB1","Jetport"
"3%75","-87","GR8","Jetport"
"10%75","-51","GR8","Jetport"
"20%75","-27","GR8","Jetport"
"30%75","-16","GR8","Jetport"
"3%76","-98","GR1","Jetport"
"10%76","-60","GR1","Jetport"
"20%76","-45","GR1","Jetport"
"30%76","-35","GR1","Jetport"
"3%77","-65","TL4","NW of Shark Slough"
"10%77","-33","TL4","NW of Shark Slough"
"20%77","-18","TL4","NW of Shark Slough"
"30%77","-12","TL4","NW of Shark Slough"
"3%78","-108","TL2","NW of Shark Slough"
"10%78","-51","TL2","NW of Shark Slough"
"20%78","-30","TL2","NW of Shark Slough"
"30%78","-19","TL2","NW of Shark Slough"
"3%79","-123.63","SH6","NW of Shark Slough"
"10%79","-75","SH6","NW of Shark Slough"
"20%79","-45.2","SH6","NW of Shark Slough"
"30%79","-36","SH6","NW of Shark Slough"
"3%80","-117","NB8","NW of Shark Slough"
"10%80","-83","NB8","NW of Shark Slough"
"20%80","-59","NB8","NW of Shark Slough"
"30%80","-41","NB8","NW of Shark Slough"
"3%81","-106","NB3","NW of Shark Slough"
"10%81","-90","NB3","NW of Shark Slough"
"20%81","-72.2","NB3","NW of Shark Slough"
"30%81","-44","NB3","NW of Shark Slough"
"3%82","-146.46","NB1","NW of Shark Slough"
"10%82","-127","NB1","NW of Shark Slough"
"20%82","-118","NB1","NW of Shark Slough"
"30%82","-114","NB1","NW of Shark Slough"
"3%83","-80","GR8","NW of Shark Slough"
"10%83","-37","GR8","NW of Shark Slough"
"20%83","-19","GR8","NW of Shark Slough"
"30%83","-10","GR8","NW of Shark Slough"
"3%84","-105","GR3","NW of Shark Slough"
"10%84","-57","GR3","NW of Shark Slough"
"20%84","-33","GR3","NW of Shark Slough"
"30%84","-22","GR3","NW of Shark Slough"
"3%85","-98","GR1","NW of Shark Slough"
"10%85","-75","GR1","NW of Shark Slough"
"20%85","-35","GR1","NW of Shark Slough"
"30%85","-20","GR1","NW of Shark Slough"
"3%86","-27","SE","New"
"10%86","-13","SE","New"
"20%86","-4","SE","New"
"30%86","2","SE","New"
"3%87","-81","South41","New"
"10%87","-40","South41","New"
"20%87","-21","South41","New"
"30%87","-11","South41","New"
"3%88","-142","TL4","North 75"
"10%88","-99","TL4","North 75"
"20%88","-72","TL4","North 75"
"30%88","-55","TL4","North 75"
"3%89","-160","TL2","North 75"
"10%89","-111","TL2","North 75"
"20%89","-81","TL2","North 75"
"30%89","-62","TL2","North 75"
"3%90","-156","SH6","North 75"
"10%90","-109","SH6","North 75"
"20%90","-82","SH6","North 75"
"30%90","-66","SH6","North 75"
"3%91","-171.12","NB9","North 75"
"10%91","-125","NB9","North 75"
"20%91","-105","NB9","North 75"
"30%91","-58","NB9","North 75"
"3%92","-200.23","NB8","North 75"
"10%92","-143","NB8","North 75"
"20%92","-115","NB8","North 75"
"30%92","-102","NB8","North 75"
"3%93","-174.7","NB3","North 75"
"10%93","-136","NB3","North 75"
"20%93","-113","NB3","North 75"
"30%93","-95","NB3","North 75"
"3%94","-440.45","NB1","North 75"
"10%94","-178","NB1","North 75"
"20%94","-121","NB1","North 75"
"30%94","-91","NB1","North 75"
"3%95","-143","GR8","North 75"
"10%95","-94","GR8","North 75"
"20%95","-68","GR8","North 75"
"30%95","-52","GR8","North 75"
"3%96","-139","GR3","North 75"
"10%96","-93","GR3","North 75"
"20%96","-65","GR3","North 75"
"30%96","-48","GR3","North 75"
"3%97","-148","GR1","North 75"
"10%97","-79","GR1","North 75"
"20%97","-50","GR1","North 75"
"30%97","-34","GR1","North 75"
"3%98","-54","GrossmanRidge","North"
"10%98","-20","GrossmanRidge","North"
"20%98","-3","GrossmanRidge","North"
"30%98","8","GrossmanRidge","North"
"3%99","-40","TL4","Pinelands"
"10%99","-19","TL4","Pinelands"
"20%99","-7","TL4","Pinelands"
"30%99","0","TL4","Pinelands"
"3%100","-276","TL2","Pinelands"
"10%100","-116","TL2","Pinelands"
"20%100","-76","TL2","Pinelands"
"30%100","-55","TL2","Pinelands"
"3%101","-120","SH6","Pinelands"
"10%101","-87","SH6","Pinelands"
"20%101","-64","SH6","Pinelands"
"30%101","-50","SH6","Pinelands"
"3%102","-59.43","NB8","Pinelands"
"10%102","-24.1","NB8","Pinelands"
"20%102","-4","NB8","Pinelands"
"30%102","5","NB8","Pinelands"
"3%103","-104","NB3","Pinelands"
"10%103","-73","NB3","Pinelands"
"20%103","-51","NB3","Pinelands"
"30%103","-39","NB3","Pinelands"
"3%104","-90","NB1","Pinelands"
"10%104","-66","NB1","Pinelands"
"20%104","-47","NB1","Pinelands"
"30%104","-37","NB1","Pinelands"
"3%105","-46","GR8","Pinelands"
"10%105","-24","GR8","Pinelands"
"20%105","-9","GR8","Pinelands"
"30%105","-1","GR8","Pinelands"
"3%106","-69","GR3","Pinelands"
"10%106","-42","GR3","Pinelands"
"20%106","-25","GR3","Pinelands"
"30%106","-15","GR3","Pinelands"
"3%107","-45","GR1","Pinelands"
"10%107","-26","GR1","Pinelands"
"20%107","-9","GR1","Pinelands"
"30%107","-2","GR1","Pinelands"
"3%108","-25.15","TL4","Research Area"
"10%108","-6.1","TL4","Research Area"
"20%108","14","TL4","Research Area"
"30%108","23","TL4","Research Area"
"3%109","-393","TL2","Research Area"
"10%109","-295","TL2","Research Area"
"20%109","-142.4","TL2","Research Area"
"30%109","-45","TL2","Research Area"
"3%110","-95","SH6","Research Area"
"10%110","-67","SH6","Research Area"
"20%110","-49","SH6","Research Area"
"30%110","-38","SH6","Research Area"
"3%111","-154.29","NB8","Research Area"
"10%111","-119.3","NB8","Research Area"
"20%111","-100","NB8","Research Area"
"30%111","-90","NB8","Research Area"
"3%112","-103","NB3","Research Area"
"10%112","-69","NB3","Research Area"
"20%112","-47","NB3","Research Area"
"30%112","-34","NB3","Research Area"
"3%113","-73.26","NB1","Research Area"
"10%113","-52.4","NB1","Research Area"
"20%113","-33","NB1","Research Area"
"30%113","-25","NB1","Research Area"
"3%114","-42","GR8","Research Area"
"10%114","-21","GR8","Research Area"
"20%114","-5","GR8","Research Area"
"30%114","2","GR8","Research Area"
"3%115","-68","GR3","Research Area"
"10%115","-42","GR3","Research Area"
"20%115","-24","GR3","Research Area"
"30%115","-14","GR3","Research Area"
"3%116","-43","GR1","Research Area"
"10%116","-23","GR1","Research Area"
"20%116","-8","GR1","Research Area"
"30%116","-1","GR1","Research Area"
